EnsemblID	gene_name	logFC	logCPM	PValue	FDR	F	gene_biotype	GroupA_AvgCPM	GroupB_AvgCPM	GroupA_stdv	GroupB_stdv	log10FDR	alias	mygene_name	summary
	ENSG00000304281	0	-2				lncRNA								
	ENSG00000304282	0	-2				lncRNA								
	ENSG00000304284	0	-2				lncRNA								
	ENSG00000304285	0	-2				lncRNA								
	ENSG00000304286	0	-2				lncRNA								
	ENSG00000304287	0	-2				lncRNA								
	ENSG00000304288	0	-2				lncRNA								
	ENSG00000304290	0	-2				lncRNA								
	ENSG00000304291	0	-2				lncRNA								
	ENSG00000304295	0	-2				lncRNA								
	ENSG00000304296	0	-2				lncRNA								
	ENSG00000304297	0	-2				lncRNA								
	ENSG00000304298	0	-2				lncRNA								
	ENSG00000304300	0	-2				lncRNA								
	ENSG00000304301	0	-2				lncRNA								
	ENSG00000304302	0	-2				lncRNA								
	ENSG00000304303	0	-2				lncRNA								
	ENSG00000304304	0	-2				lncRNA								
	ENSG00000304305	0	-2				lncRNA								
	ENSG00000304307	0	-2				lncRNA								
	ENSG00000304308	0	-2				lncRNA								
	ENSG00000304310	0	-2				lncRNA								
	ENSG00000304312	0	-2				lncRNA								
	ENSG00000304313	0	-2				lncRNA								
	ENSG00000304314	0	-2				lncRNA								
	ENSG00000304315	0	-2				lncRNA								
	ENSG00000304317	0	-2				lncRNA								
	ENSG00000304318	0	-2				lncRNA								
	ENSG00000304319	0	-2				lncRNA								
	ENSG00000304320	0	-2				lncRNA								
	ENSG00000304321	0	-2				lncRNA								
	ENSG00000304323	0	-2				lncRNA								
	ENSG00000304324	0	-2				lncRNA								
	ENSG00000304325	0	-2				lncRNA								
	ENSG00000304326	0	-2				lncRNA								
	ENSG00000304327	0	-2				lncRNA								
	ENSG00000304328	0	-2				lncRNA								
	ENSG00000304329	0	-2				lncRNA								
	ENSG00000304330	0	-2				lncRNA								
	ENSG00000304331	0	-2				lncRNA								
	ENSG00000304333	0	-2				lncRNA								
	ENSG00000304334	0	-2				lncRNA								
	ENSG00000304336	0	-2				lncRNA								
	ENSG00000304337	0	-2				lncRNA								
	ENSG00000304338	0	-2				lncRNA								
	ENSG00000304339	0	-2				lncRNA								
	ENSG00000304340	0	-2				lncRNA								
	ENSG00000304341	0	-2				lncRNA								
	ENSG00000304342	0	-2				lncRNA								
	ENSG00000304343	0	-2				lncRNA								
	ENSG00000304344	0	-2				lncRNA								
	ENSG00000304345	0	-2				lncRNA								
	ENSG00000304346	0	-2				lncRNA								
	ENSG00000304347	0	-2				lncRNA								
	ENSG00000304349	0	-2				lncRNA								
	ENSG00000304350	0	-2				lncRNA								
	ENSG00000304352	0	-2				lncRNA								
	ENSG00000304353	0	-2				lncRNA								
	ENSG00000304355	0	-2				lncRNA								
	ENSG00000304358	0	-2				lncRNA								
	ENSG00000304361	0	-2				lncRNA								
	ENSG00000304362	0	-2				lncRNA								
	ENSG00000304363	0	-2				lncRNA								
	ENSG00000304364	0	-2				lncRNA								
	ENSG00000304365	0	-2				lncRNA								
	ENSG00000304367	0	-2				lncRNA								
	ENSG00000304368	0	-2				lncRNA								
	ENSG00000304369	0	-2				lncRNA								
	ENSG00000304370	0	-2				lncRNA								
	ENSG00000304371	0	-2				lncRNA								
	ENSG00000304372	0	-2				lncRNA								
	ENSG00000304373	0	-2				lncRNA								
	ENSG00000304374	0	-2				lncRNA								
	ENSG00000304375	0	-2				lncRNA								
	ENSG00000304376	0	-2				lncRNA								
	ENSG00000304377	0	-2				lncRNA								
	ENSG00000304378	0	-2				lncRNA								
	ENSG00000304379	0	-2				lncRNA								
	ENSG00000304380	0	-2				lncRNA								
	ENSG00000304382	0	-2				lncRNA								
	ENSG00000304383	0	-2				lncRNA								
	LINC00302	0	-2				lncRNA								
	ENSG00000304385	0	-2				lncRNA								
	ENSG00000304386	0	-2				lncRNA								
	ENSG00000304387	0	-2				lncRNA								
	ENSG00000304388	0	-2				lncRNA								
	ENSG00000304389	0	-2				lncRNA								
	ENSG00000304391	0	-2				lncRNA								
	ENSG00000304392	0	-2				lncRNA								
	ENSG00000304393	0	-2				lncRNA								
	ENSG00000304394	0	-2				lncRNA								
	ENSG00000304395	0	-2				lncRNA								
	ENSG00000304396	0	-2				lncRNA								
	ENSG00000304397	0	-2				lncRNA								
	ENSG00000304398	0	-2				lncRNA								
	ENSG00000304399	0	-2				lncRNA								
	ENSG00000304400	0	-2				lncRNA								
	ENSG00000304401	0	-2				lncRNA								
	ENSG00000304402	0	-2				lncRNA								
	ENSG00000304403	0	-2				lncRNA								
	ENSG00000304404	0	-2				lncRNA								
	ENSG00000304405	0	-2				lncRNA								
	ENSG00000304406	0	-2				lncRNA								
	ENSG00000304407	0	-2				lncRNA								
	ENSG00000304408	0	-2				lncRNA								
	ENSG00000304409	0	-2				lncRNA								
	ENSG00000304411	0	-2				lncRNA								
	ENSG00000304413	0	-2				lncRNA								
	ENSG00000304414	0	-2				lncRNA								
	ENSG00000304415	0	-2				lncRNA								
	ENSG00000304416	0	-2				lncRNA								
	ENSG00000304417	0	-2				lncRNA								
	ENSG00000304418	0	-2				lncRNA								
	ENSG00000304419	0	-2				lncRNA								
	ENSG00000304420	0	-2				lncRNA								
	ENSG00000304421	0	-2				lncRNA								
	ENSG00000304422	0	-2				lncRNA								
	ENSG00000304424	0	-2				lncRNA								
	ENSG00000304426	0	-2				lncRNA								
	ENSG00000304427	0	-2				lncRNA								
	ENSG00000304428	0	-2				lncRNA								
	ENSG00000304429	0	-2				lncRNA								
	ENSG00000304430	0	-2				lncRNA								
	ENSG00000304431	0	-2				lncRNA								
	ENSG00000304432	0	-2				lncRNA								
	ENSG00000304433	0	-2				lncRNA								
	ENSG00000304435	0	-2				lncRNA								
	ENSG00000304437	0	-2				lncRNA								
	ENSG00000304439	0	-2				lncRNA								
	ENSG00000304440	0	-2				lncRNA								
	ENSG00000304441	0	-2				lncRNA								
	ENSG00000304442	0	-2				lncRNA								
	ENSG00000304443	0	-2				lncRNA								
	ENSG00000304444	0	-2				lncRNA								
	ENSG00000304445	0	-2				lncRNA								
	ENSG00000304446	0	-2				lncRNA								
	ENSG00000304447	0	-2				lncRNA								
	ENSG00000304448	0	-2				lncRNA								
	ENSG00000304450	0	-2				lncRNA								
	ENSG00000304453	0	-2				lncRNA								
	ENSG00000304455	0	-2				lncRNA								
	ENSG00000304456	0	-2				lncRNA								
	ENSG00000304459	0	-2				lncRNA								
	ENSG00000304460	0	-2				lncRNA								
	ENSG00000304461	0	-2				lncRNA								
	ENSG00000304463	0	-2				lncRNA								
	ENSG00000304464	0	-2				lncRNA								
	ENSG00000304465	0	-2				lncRNA								
	ENSG00000304467	0	-2				lncRNA								
	ENSG00000304468	0	-2				lncRNA								
	ENSG00000304469	0	-2				lncRNA								
	ENSG00000304470	0	-2				lncRNA								
	ENSG00000304472	0	-2				lncRNA								
	ENSG00000304473	0	-2				lncRNA								
	ENSG00000304474	0	-2				lncRNA								
	ENSG00000304475	0	-2				lncRNA								
	ENSG00000304476	0	-2				lncRNA								
	ENSG00000304477	0	-2				lncRNA								
	ENSG00000304478	0	-2				lncRNA								
	ENSG00000304479	0	-2				lncRNA								
	ENSG00000304480	0	-2				lncRNA								
	ENSG00000304481	0	-2				lncRNA								
	ENSG00000304482	0	-2				lncRNA								
	ENSG00000304483	0	-2				lncRNA								
	ENSG00000304484	0	-2				lncRNA								
	ENSG00000304485	0	-2				lncRNA								
	ENSG00000304486	0	-2				lncRNA								
	ENSG00000304487	0	-2				lncRNA								
	ENSG00000304488	0	-2				lncRNA								
	ENSG00000304489	0	-2				lncRNA								
	ENSG00000304490	0	-2				lncRNA								
	ENSG00000304493	0	-2				lncRNA								
	ENSG00000304494	0	-2				lncRNA								
	ENSG00000304495	0	-2				lncRNA								
	ENSG00000304496	0	-2				lncRNA								
	ENSG00000304498	0	-2				lncRNA								
	ENSG00000304499	0	-2				lncRNA								
	RARB-AS1	0	-2				lncRNA								
	ENSG00000304502	0	-2				lncRNA								
	ENSG00000304503	0	-2				lncRNA								
	ENSG00000304504	0	-2				lncRNA								
	ENSG00000304505	0	-2				lncRNA								
	ENSG00000304506	0	-2				lncRNA								
	ENSG00000304507	0	-2				lncRNA								
	ENSG00000304508	0	-2				lncRNA								
	ENSG00000304510	0	-2				lncRNA								
	ENSG00000304511	0	-2				lncRNA								
	ENSG00000304512	0	-2				lncRNA								
	ENSG00000304513	0	-2				lncRNA								
	ENSG00000304514	0	-2				lncRNA								
	ENSG00000304515	0	-2				lncRNA								
	ENSG00000304516	0	-2				lncRNA								
	ENSG00000304517	0	-2				lncRNA								
	ENSG00000304518	0	-2				lncRNA								
	ENSG00000304519	0	-2				lncRNA								
	ENSG00000304520	0	-2				lncRNA								
	ENSG00000304521	0	-2				lncRNA								
	ENSG00000304522	0	-2				lncRNA								
	ENSG00000304523	0	-2				lncRNA								
	ENSG00000304524	0	-2				lncRNA								
	ENSG00000304525	0	-2				lncRNA								
	ENSG00000304526	0	-2				lncRNA								
	ENSG00000304528	0	-2				lncRNA								
	ENSG00000304529	0	-2				lncRNA								
	ENSG00000304530	0	-2				lncRNA								
	ENSG00000304531	0	-2				lncRNA								
	ENSG00000304532	0	-2				lncRNA								
	ENSG00000304534	0	-2				lncRNA								
	ENSG00000304535	0	-2				lncRNA								
	ENSG00000304536	0	-2				lncRNA								
	ENSG00000304538	0	-2				lncRNA								
	ENSG00000304539	0	-2				lncRNA								
	ENSG00000304540	0	-2				lncRNA								
	ENSG00000304543	0	-2				lncRNA								
	ENSG00000304544	0	-2				lncRNA								
	ENSG00000304545	0	-2				lncRNA								
	ENSG00000304546	0	-2				lncRNA								
	ENSG00000304547	0	-2				lncRNA								
	ENSG00000304548	0	-2				lncRNA								
	ENSG00000304549	0	-2				lncRNA								
	ENSG00000304550	0	-2				lncRNA								
	ENSG00000304551	0	-2				lncRNA								
	ENSG00000304552	0	-2				lncRNA								
	ENSG00000304553	0	-2				lncRNA								
	ENSG00000304554	0	-2				lncRNA								
	ENSG00000304555	0	-2				lncRNA								
	ENSG00000304556	0	-2				lncRNA								
	ENSG00000304557	0	-2				lncRNA								
	ENSG00000304558	0	-2				lncRNA								
	ENSG00000304559	0	-2				lncRNA								
	ENSG00000304561	0	-2				lncRNA								
	ENSG00000304562	0	-2				lncRNA								
	ENSG00000304563	0	-2				lncRNA								
	ENSG00000304564	0	-2				lncRNA								
	ENSG00000304566	0	-2				lncRNA								
	ENSG00000304567	0	-2				lncRNA								
	ENSG00000304568	0	-2				lncRNA								
	ENSG00000304571	0	-2				lncRNA								
	ENSG00000304572	0	-2				lncRNA								
	ENSG00000304575	0	-2				lncRNA								
	ENSG00000304576	0	-2				lncRNA								
	ENSG00000304577	0	-2				lncRNA								
	ENSG00000304579	0	-2				lncRNA								
	ENSG00000304581	0	-2				lncRNA								
	ENSG00000304582	0	-2				lncRNA								
	ENSG00000304583	0	-2				lncRNA								
	ENSG00000304584	0	-2				lncRNA								
	ENSG00000304585	0	-2				lncRNA								
	ENSG00000304586	0	-2				lncRNA								
	ENSG00000304587	0	-2				lncRNA								
	ENSG00000304589	0	-2				lncRNA								
	ENSG00000304590	0	-2				lncRNA								
	ENSG00000304591	0	-2				lncRNA								
	ENSG00000304592	0	-2				lncRNA								
	ENSG00000304593	0	-2				lncRNA								
	ENSG00000304594	0	-2				lncRNA								
	ENSG00000304595	0	-2				lncRNA								
	ENSG00000304596	0	-2				lncRNA								
	ENSG00000304597	0	-2				lncRNA								
	ENSG00000304598	0	-2				lncRNA								
	ENSG00000304599	0	-2				lncRNA								
	ENSG00000304600	0	-2				lncRNA								
	ENSG00000304601	0	-2				lncRNA								
	ENSG00000304602	0	-2				lncRNA								
	ENSG00000304603	0	-2				lncRNA								
	ENSG00000304604	0	-2				lncRNA								
	ENSG00000304605	0	-2				lncRNA								
	ENSG00000304606	0	-2				lncRNA								
	ENSG00000304607	0	-2				lncRNA								
	ENSG00000304608	0	-2				lncRNA								
	ENSG00000304610	0	-2				lncRNA								
	ENSG00000304611	0	-2				lncRNA								
	ENSG00000304612	0	-2				lncRNA								
	ENSG00000304613	0	-2				lncRNA								
	ENSG00000304614	0	-2				lncRNA								
	ENSG00000304616	0	-2				lncRNA								
	ENSG00000304617	0	-2				lncRNA								
	ENSG00000304618	0	-2				lncRNA								
	ENSG00000304619	0	-2				lncRNA								
	ENSG00000304620	0	-2				lncRNA								
	ENSG00000304621	0	-2				lncRNA								
	ENSG00000304622	0	-2				lncRNA								
	ENSG00000304623	0	-2				lncRNA								
	ENSG00000304624	0	-2				lncRNA								
	ENSG00000304626	0	-2				lncRNA								
	ENSG00000304627	0	-2				lncRNA								
	ENSG00000304628	0	-2				lncRNA								
	ENSG00000304629	0	-2				lncRNA								
	ENSG00000304630	0	-2				lncRNA								
	ENSG00000304631	0	-2				lncRNA								
	ENSG00000304632	0	-2				lncRNA								
	ENSG00000304633	0	-2				lncRNA								
	ENSG00000304639	0	-2				lncRNA								
	ENSG00000304641	0	-2				lncRNA								
	ENSG00000304642	0	-2				lncRNA								
	ENSG00000304643	0	-2				lncRNA								
	ENSG00000304644	0	-2				lncRNA								
	ENSG00000304646	0	-2				lncRNA								
	ENSG00000304647	0	-2				lncRNA								
	ENSG00000304648	0	-2				lncRNA								
	ENSG00000304649	0	-2				lncRNA								
	ENSG00000304652	0	-2				lncRNA								
	ENSG00000304653	0	-2				lncRNA								
	ENSG00000304655	0	-2				lncRNA								
	ENSG00000304657	0	-2				lncRNA								
	ENSG00000304658	0	-2				lncRNA								
	ENSG00000304659	0	-2				lncRNA								
	ENSG00000304660	0	-2				lncRNA								
	ENSG00000304662	0	-2				lncRNA								
	ENSG00000304663	0	-2				lncRNA								
	ENSG00000304664	0	-2				lncRNA								
	ENSG00000304666	0	-2				lncRNA								
	ENSG00000304667	0	-2				lncRNA								
	ENSG00000304668	0	-2				lncRNA								
	ENSG00000304669	0	-2				lncRNA								
	ENSG00000304670	0	-2				lncRNA								
	ENSG00000304671	0	-2				lncRNA								
	ENSG00000304672	0	-2				lncRNA								
	ENSG00000304673	0	-2				lncRNA								
	ENSG00000304674	0	-2				lncRNA								
	ENSG00000304675	0	-2				lncRNA								
	ENSG00000304676	0	-2				lncRNA								
	ENSG00000304677	0	-2				lncRNA								
	ENSG00000304680	0	-2				lncRNA								
	ENSG00000304681	0	-2				lncRNA								
	ENSG00000304682	0	-2				lncRNA								
	ENSG00000304683	0	-2				lncRNA								
	ENSG00000304684	0	-2				lncRNA								
	ENSG00000304685	0	-2				lncRNA								
	ENSG00000304686	0	-2				lncRNA								
	ENSG00000304687	0	-2				lncRNA								
	ENSG00000304689	0	-2				lncRNA								
	ENSG00000304690	0	-2				lncRNA								
	ENSG00000304691	0	-2				lncRNA								
	ENSG00000304693	0	-2				lncRNA								
	ENSG00000304695	0	-2				lncRNA								
	ENSG00000304699	0	-2				lncRNA								
	ENSG00000304701	0	-2				lncRNA								
	ENSG00000304703	0	-2				lncRNA								
	ENSG00000304704	0	-2				lncRNA								
	ENSG00000304705	0	-2				lncRNA								
	ENSG00000304707	0	-2				lncRNA								
	ENSG00000304708	0	-2				lncRNA								
	ENSG00000304709	0	-2				lncRNA								
	ENSG00000304711	0	-2				lncRNA								
	ENSG00000304712	0	-2				lncRNA								
	ENSG00000304713	0	-2				lncRNA								
	ENSG00000304714	0	-2				lncRNA								
	ENSG00000304715	0	-2				lncRNA								
	ENSG00000304718	0	-2				lncRNA								
	ENSG00000304719	0	-2				lncRNA								
	ENSG00000304720	0	-2				lncRNA								
	ENSG00000304721	0	-2				lncRNA								
	ENSG00000304723	0	-2				lncRNA								
	ENSG00000304724	0	-2				lncRNA								
	ENSG00000304725	0	-2				lncRNA								
	ENSG00000304726	0	-2				lncRNA								
	ENSG00000304727	0	-2				lncRNA								
	ENSG00000304728	0	-2				lncRNA								
	ENSG00000304731	0	-2				lncRNA								
	ENSG00000304734	0	-2				lncRNA								
	ENSG00000304735	0	-2				lncRNA								
	ENSG00000304736	0	-2				lncRNA								
	ENSG00000304737	0	-2				lncRNA								
	ENSG00000304738	0	-2				lncRNA								
	ENSG00000304740	0	-2				lncRNA								
	ENSG00000304741	0	-2				lncRNA								
	ENSG00000304742	0	-2				lncRNA								
	ENSG00000304743	0	-2				lncRNA								
	ENSG00000304744	0	-2				lncRNA								
	ENSG00000304747	0	-2				lncRNA								
	ENSG00000304748	0	-2				lncRNA								
	ENSG00000304749	0	-2				lncRNA								
	ENSG00000304750	0	-2				lncRNA								
	ENSG00000304751	0	-2				lncRNA								
	ENSG00000304753	0	-2				lncRNA								
	ENSG00000304755	0	-2				lncRNA								
	ENSG00000304756	0	-2				lncRNA								
	ENSG00000304757	0	-2				lncRNA								
	ENSG00000304759	0	-2				lncRNA								
	ENSG00000304760	0	-2				lncRNA								
	ENSG00000304762	0	-2				lncRNA								
	ENSG00000304766	0	-2				lncRNA								
	ENSG00000304767	0	-2				lncRNA								
	ENSG00000304768	0	-2				lncRNA								
	ENSG00000304770	0	-2				lncRNA								
	ENSG00000304771	0	-2				lncRNA								
	ENSG00000304772	0	-2				lncRNA								
	ENSG00000304773	0	-2				lncRNA								
	ENSG00000304774	0	-2				lncRNA								
	ENSG00000304775	0	-2				lncRNA								
	ENSG00000304776	0	-2				lncRNA								
	ENSG00000304777	0	-2				lncRNA								
	ENSG00000304778	0	-2				lncRNA								
	ENSG00000304779	0	-2				lncRNA								
	ENSG00000304781	0	-2				lncRNA								
	ENSG00000304782	0	-2				lncRNA								
	ENSG00000304784	0	-2				lncRNA								
	ENSG00000304785	0	-2				lncRNA								
	ENSG00000304786	0	-2				lncRNA								
	ENSG00000304787	0	-2				lncRNA								
	ENSG00000304788	0	-2				lncRNA								
	ENSG00000304789	0	-2				lncRNA								
	ENSG00000304791	0	-2				lncRNA								
	ENSG00000304792	0	-2				lncRNA								
	ENSG00000304793	0	-2				lncRNA								
	ENSG00000304794	0	-2				lncRNA								
	ENSG00000304795	0	-2				lncRNA								
	ENSG00000304796	0	-2				lncRNA								
	ENSG00000304797	0	-2				lncRNA								
	ENSG00000304799	0	-2				lncRNA								
	ENSG00000304800	0	-2				lncRNA								
	ENSG00000304802	0	-2				lncRNA								
	ENSG00000304803	0	-2				lncRNA								
	ENSG00000304804	0	-2				lncRNA								
	ENSG00000304805	0	-2				lncRNA								
	ENSG00000304807	0	-2				lncRNA								
	ENSG00000304809	0	-2				lncRNA								
	ENSG00000304810	0	-2				lncRNA								
	ENSG00000304811	0	-2				lncRNA								
	ENSG00000304812	0	-2				lncRNA								
	ENSG00000304814	0	-2				lncRNA								
	ENSG00000304815	0	-2				lncRNA								
	ENSG00000304817	0	-2				lncRNA								
	ENSG00000304818	0	-2				lncRNA								
	ENSG00000304819	0	-2				lncRNA								
	ENSG00000304820	0	-2				lncRNA								
	ENSG00000304821	0	-2				lncRNA								
	ENSG00000304824	0	-2				lncRNA								
	ENSG00000304825	0	-2				lncRNA								
	ENSG00000304826	0	-2				lncRNA								
	ENSG00000304827	0	-2				lncRNA								
	ENSG00000304831	0	-2				lncRNA								
	ENSG00000304832	0	-2				lncRNA								
	ENSG00000304833	0	-2				lncRNA								
	ENSG00000304834	0	-2				lncRNA								
	ENSG00000304835	0	-2				lncRNA								
	ENSG00000304837	0	-2				lncRNA								
	ENSG00000304838	0	-2				lncRNA								
	ENSG00000304839	0	-2				lncRNA								
	ENSG00000304840	0	-2				lncRNA								
	ENSG00000304842	0	-2				lncRNA								
	ENSG00000304843	0	-2				lncRNA								
	ENSG00000304844	0	-2				lncRNA								
	ENSG00000304846	0	-2				lncRNA								
	ENSG00000304847	0	-2				lncRNA								
	ENSG00000304848	0	-2				lncRNA								
	ENSG00000304849	0	-2				lncRNA								
	ENSG00000304850	0	-2				lncRNA								
	ENSG00000304852	0	-2				lncRNA								
	ENSG00000304853	0	-2				lncRNA								
	ENSG00000304854	0	-2				lncRNA								
	ENSG00000304855	0	-2				lncRNA								
	ENSG00000304856	0	-2				lncRNA								
	ENSG00000304857	0	-2				lncRNA								
	ENSG00000304858	0	-2				lncRNA								
	ENSG00000304859	0	-2				lncRNA								
	ENSG00000304860	0	-2				lncRNA								
	ENSG00000304862	0	-2				lncRNA								
	ENSG00000304863	0	-2				lncRNA								
	ENSG00000304864	0	-2				lncRNA								
	ENSG00000304865	0	-2				lncRNA								
	ENSG00000304866	0	-2				lncRNA								
	ENSG00000304867	0	-2				lncRNA								
	ENSG00000304868	0	-2				lncRNA								
	ENSG00000304869	0	-2				lncRNA								
	ENSG00000304870	0	-2				lncRNA								
	ENSG00000304871	0	-2				lncRNA								
	ENSG00000304872	0	-2				lncRNA								
	ENSG00000304873	0	-2				lncRNA								
	ENSG00000304874	0	-2				lncRNA								
	ENSG00000304877	0	-2				lncRNA								
	ENSG00000304878	0	-2				lncRNA								
	ENSG00000304879	0	-2				lncRNA								
	ENSG00000304880	0	-2				lncRNA								
	ENSG00000304881	0	-2				lncRNA								
	ENSG00000304883	0	-2				lncRNA								
	ENSG00000304884	0	-2				lncRNA								
	ENSG00000304885	0	-2				lncRNA								
	ENSG00000304886	0	-2				lncRNA								
	ENSG00000304887	0	-2				lncRNA								
	ENSG00000304889	0	-2				lncRNA								
	ENSG00000304891	0	-2				lncRNA								
	ENSG00000304892	0	-2				lncRNA								
	ENSG00000304893	0	-2				lncRNA								
	ENSG00000304894	0	-2				lncRNA								
	ENSG00000304895	0	-2				lncRNA								
	ENSG00000304896	0	-2				lncRNA								
	ENSG00000304897	0	-2				lncRNA								
	ENSG00000304898	0	-2				lncRNA								
	ENSG00000304899	0	-2				lncRNA								
	ENSG00000304900	0	-2				lncRNA								
	ENSG00000304901	0	-2				lncRNA								
	ENSG00000304902	0	-2				lncRNA								
	ENSG00000304903	0	-2				lncRNA								
	ENSG00000304904	0	-2				lncRNA								
	ENSG00000304905	0	-2				lncRNA								
	ENSG00000304906	0	-2				lncRNA								
	ENSG00000304907	0	-2				lncRNA								
	ENSG00000304908	0	-2				lncRNA								
	ENSG00000304911	0	-2				lncRNA								
	ENSG00000304912	0	-2				lncRNA								
	ENSG00000304913	0	-2				lncRNA								
	ENSG00000304914	0	-2				lncRNA								
	ENSG00000304916	0	-2				lncRNA								
	ENSG00000304917	0	-2				lncRNA								
	ENSG00000304918	0	-2				lncRNA								
	ENSG00000304920	0	-2				lncRNA								
	ENSG00000304922	0	-2				lncRNA								
	ENSG00000304924	0	-2				lncRNA								
	ENSG00000304925	0	-2				lncRNA								
	ENSG00000304926	0	-2				lncRNA								
	ENSG00000304927	0	-2				lncRNA								
	ENSG00000304928	0	-2				lncRNA								
	ENSG00000304929	0	-2				lncRNA								
	ENSG00000304930	0	-2				lncRNA								
	ENSG00000304931	0	-2				lncRNA								
	ENSG00000304932	0	-2				lncRNA								
	ENSG00000304933	0	-2				lncRNA								
	ENSG00000304935	0	-2				lncRNA								
	ENSG00000304936	0	-2				lncRNA								
	ENSG00000304937	0	-2				lncRNA								
	ENSG00000304938	0	-2				lncRNA								
	ENSG00000304939	0	-2				lncRNA								
	ENSG00000304940	0	-2				lncRNA								
	ENSG00000304941	0	-2				lncRNA								
	ENSG00000304942	0	-2				lncRNA								
	ENSG00000304943	0	-2				lncRNA								
	ENSG00000304944	0	-2				lncRNA								
	ENSG00000304946	0	-2				lncRNA								
	ENSG00000304947	0	-2				lncRNA								
	ENSG00000304948	0	-2				lncRNA								
	ENSG00000304949	0	-2				lncRNA								
	ENSG00000304950	0	-2				lncRNA								
	ENSG00000304952	0	-2				lncRNA								
	ENSG00000304953	0	-2				lncRNA								
	ENSG00000304954	0	-2				lncRNA								
	ENSG00000304955	0	-2				lncRNA								
	ENSG00000304956	0	-2				lncRNA								
	ENSG00000304957	0	-2				lncRNA								
	ENSG00000304958	0	-2				lncRNA								
	ENSG00000304959	0	-2				lncRNA								
	ENSG00000304962	0	-2				lncRNA								
	ENSG00000304963	0	-2				lncRNA								
	ENSG00000304965	0	-2				lncRNA								
	ENSG00000304966	0	-2				lncRNA								
	ENSG00000304968	0	-2				lncRNA								
	ENSG00000304969	0	-2				lncRNA								
	ENSG00000304970	0	-2				lncRNA								
	ENSG00000304971	0	-2				lncRNA								
	ENSG00000304972	0	-2				lncRNA								
	ENSG00000304974	0	-2				lncRNA								
	ENSG00000304976	0	-2				lncRNA								
	ENSG00000304978	0	-2				lncRNA								
	ENSG00000304979	0	-2				lncRNA								
	ENSG00000304980	0	-2				lncRNA								
	ENSG00000304981	0	-2				lncRNA								
	ENSG00000304982	0	-2				lncRNA								
	ENSG00000304983	0	-2				lncRNA								
	ENSG00000304985	0	-2				lncRNA								
	ENSG00000304986	0	-2				lncRNA								
	ENSG00000304987	0	-2				lncRNA								
	ENSG00000304988	0	-2				lncRNA								
	ENSG00000304989	0	-2				lncRNA								
	ENSG00000304990	0	-2				lncRNA								
	ENSG00000304992	0	-2				lncRNA								
	ENSG00000304993	0	-2				lncRNA								
	ENSG00000304995	0	-2				lncRNA								
	ENSG00000304998	0	-2				lncRNA								
	ENSG00000304999	0	-2				lncRNA								
	ENSG00000305000	0	-2				lncRNA								
	ENSG00000305001	0	-2				lncRNA								
	ENSG00000305002	0	-2				lncRNA								
	ENSG00000305003	0	-2				lncRNA								
	ENSG00000305004	0	-2				lncRNA								
	ENSG00000305005	0	-2				lncRNA								
	ENSG00000305006	0	-2				lncRNA								
	ENSG00000305007	0	-2				lncRNA								
	ENSG00000305008	0	-2				lncRNA								
	ENSG00000305009	0	-2				lncRNA								
	ENSG00000305010	0	-2				lncRNA								
	ENSG00000305011	0	-2				lncRNA								
	ENSG00000305012	0	-2				lncRNA								
	ENSG00000305013	0	-2				lncRNA								
	ENSG00000305014	0	-2				lncRNA								
	ENSG00000305015	0	-2				lncRNA								
	ENSG00000305016	0	-2				lncRNA								
	ENSG00000305017	0	-2				lncRNA								
	ENSG00000305018	0	-2				lncRNA								
	ENSG00000305019	0	-2				lncRNA								
	ENSG00000305020	0	-2				lncRNA								
	ENSG00000305021	0	-2				lncRNA								
	ENSG00000305022	0	-2				lncRNA								
	ENSG00000305023	0	-2				lncRNA								
	ENSG00000305024	0	-2				lncRNA								
	ENSG00000305026	0	-2				lncRNA								
	ENSG00000305027	0	-2				lncRNA								
	ENSG00000305028	0	-2				lncRNA								
	ENSG00000305029	0	-2				lncRNA								
	ENSG00000305030	0	-2				lncRNA								
	ENSG00000305032	0	-2				lncRNA								
	ENSG00000305033	0	-2				lncRNA								
	ENSG00000305036	0	-2				lncRNA								
	ENSG00000305038	0	-2				lncRNA								
	ENSG00000305039	0	-2				lncRNA								
	ENSG00000305040	0	-2				lncRNA								
	ENSG00000305041	0	-2				lncRNA								
	ENSG00000305042	0	-2				lncRNA								
	ENSG00000305043	0	-2				lncRNA								
	ENSG00000305044	0	-2				lncRNA								
	ENSG00000305045	0	-2				lncRNA								
	ENSG00000305046	0	-2				lncRNA								
	ENSG00000305047	0	-2				lncRNA								
	ENSG00000305048	0	-2				lncRNA								
	ENSG00000305049	0	-2				lncRNA								
	ENSG00000305052	0	-2				lncRNA								
	ENSG00000305053	0	-2				lncRNA								
	ENSG00000305055	0	-2				lncRNA								
	ENSG00000305056	0	-2				lncRNA								
	ENSG00000305057	0	-2				lncRNA								
	ENSG00000305058	0	-2				lncRNA								
	ENSG00000305061	0	-2				lncRNA								
	ENSG00000305062	0	-2				lncRNA								
	ENSG00000305064	0	-2				lncRNA								
	ENSG00000305065	0	-2				lncRNA								
	ENSG00000305066	0	-2				lncRNA								
	ENSG00000305067	0	-2				lncRNA								
	ENSG00000305068	0	-2				lncRNA								
	ENSG00000305070	0	-2				lncRNA								
	ENSG00000305071	0	-2				lncRNA								
	ENSG00000305072	0	-2				lncRNA								
	ENSG00000305073	0	-2				lncRNA								
