EnsemblID	gene_name	logFC	logCPM	PValue	FDR	F	gene_biotype	GroupA_AvgCPM	GroupB_AvgCPM	GroupA_stdv	GroupB_stdv	log10FDR	alias	mygene_name	summary
	ENSG00000235537	0	-2				lncRNA								
	ENSG00000235538	0	-2				lncRNA								
	MTND1P33	0	-2				processed_pseudogene								
	RPS11P1	0	-2				processed_pseudogene								
	ENSG00000235546	0	-2				processed_pseudogene								
	EIF1P2	0	-2				processed_pseudogene								
	ANKRD26P2	0	-2				unprocessed_pseudogene								
	ENSG00000235563	0	-2				lncRNA								
	ENSG00000235564	0	-2				lncRNA								
	LINC00533	0	-2				lncRNA								
	SNX18P14	0	-2				transcribed_processed_pseudogene								
	ENSG00000235572	0	-2				lncRNA								
	RPS15AP37	0	-2				processed_pseudogene								
	ENSG00000235574	0	-2				processed_pseudogene								
	ENSG00000235575	0	-2				lncRNA								
	RPL38P5	0	-2				processed_pseudogene								
	ENSG00000235581	0	-2				processed_pseudogene								
	ENSG00000235584	0	-2				lncRNA								
	ENSG00000235586	0	-2				lncRNA								
	RBMS3-AS1	0	-2				lncRNA								
	ENSG00000235594	0	-2				processed_pseudogene								
	GAPDHP23	0	-2				processed_pseudogene								
	LINC01102	0	-2				lncRNA								
	RRM2P4	0	-2				processed_pseudogene								
	BARX1-DT	0	-2				lncRNA								
	POU5F1P3	0	-2				processed_pseudogene								
	AK4P6	0	-2				processed_pseudogene								
	NKX1-1	0	-2				protein_coding								
	ENSG00000235610	0	-2				lncRNA								
	ENSG00000235612	0	-2				lncRNA								
	ST13P2	0	-2				processed_pseudogene								
	ENSG00000235620	0	-2				lncRNA								
	LINC00494	0	-2				lncRNA								
	OR7E110P	0	-2				unprocessed_pseudogene								
	ENSG00000235625	0	-2				lncRNA								
	KRT18P66	0	-2				processed_pseudogene								
	SNRPFP4	0	-2				processed_pseudogene								
	TNR-IT1	0	-2				lncRNA								
	ENSG00000235635	0	-2				lncRNA								
	ENSG00000235637	0	-2				lncRNA								
	MTND6P14	0	-2				processed_pseudogene								
	ENSG00000235639	0	-2				processed_pseudogene								
	ELOAP1	0	-2				processed_pseudogene								
	PTP4A1P5	0	-2				processed_pseudogene								
	RPL10P5	0	-2				processed_pseudogene								
	LINC02651	0	-2				lncRNA								
	MTND1P2	0	-2				unprocessed_pseudogene								
	MTFR2P2	0	-2				processed_pseudogene								
	MXRA5Y	0	-2				unprocessed_pseudogene								
	RPL36P18	0	-2				processed_pseudogene								
	CHN2-AS1	0	-2				lncRNA								
	ENSG00000235673	0	-2				processed_pseudogene								
	LDHAP2	0	-2				processed_pseudogene								
	NPM1P26	0	-2				processed_pseudogene								
	OR5AN2P	0	-2				unprocessed_pseudogene								
	ENSG00000235679	0	-2				processed_pseudogene								
	ENSG00000235681	0	-2				processed_pseudogene								
	ENSG00000235683	0	-2				processed_pseudogene								
	PPIAP20	0	-2				processed_pseudogene								
	LINC00993	0	-2				transcribed_unprocessed_pseudogene								
	ENSG00000235689	0	-2				transcribed_unprocessed_pseudogene								
	CUBNP3	0	-2				transcribed_unprocessed_pseudogene								
	CXorf51B	0	-2				protein_coding								
	CYCSP52	0	-2				processed_pseudogene								
	PCBP2P1	0	-2				processed_pseudogene								
	ENSG00000235705	0	-2				transcribed_processed_pseudogene								
	CDCA7P2	0	-2				processed_pseudogene								
	TRIM67-AS1	0	-2				lncRNA								
	ANKRD34C	0	-2				protein_coding								
	ENSG00000235713	0	-2				transcribed_unprocessed_pseudogene								
	KRT18P46	0	-2				processed_pseudogene								
	DPP10-AS2	0	-2				lncRNA								
	MFRP	0	-2				protein_coding								
	ENSG00000235721	0	-2				processed_pseudogene								
	LINC03050	0	-2				lncRNA								
	ENSG00000235728	0	-2				lncRNA								
	ENSG00000235729	0	-2				processed_pseudogene								
	OR2AF1P	0	-2				transcribed_unprocessed_pseudogene								
	LINC02250	0	-2				lncRNA								
	RPL7AP72	0	-2				processed_pseudogene								
	TRIM60P19	0	-2				processed_pseudogene								
	ENSG00000235738	0	-2				processed_pseudogene								
	PHACTR2-AS1	0	-2				lncRNA								
	LINC02784	0	-2				lncRNA								
	ENSG00000235742	0	-2				processed_pseudogene								
	ENSG00000235743	0	-2				lncRNA								
	CTBP2P2	0	-2				processed_pseudogene								
	ENSG00000235756	0	-2				processed_pseudogene								
	ARHGAP42P3	0	-2				processed_pseudogene								
	MSH2-OT1	0	-2				lncRNA								
	MTCO3P46	0	-2				processed_pseudogene								
	LINC00607	0	-2				lncRNA								
	ENSG00000235772	0	-2				lncRNA								
	ENSG00000235774	0	-2				lncRNA								
	ENSG00000235775	0	-2				unprocessed_pseudogene								
	DPYD-AS2	0	-2				lncRNA								
	ENSG00000235778	0	-2				unprocessed_pseudogene								
	ENSG00000235779	0	-2				lncRNA								
	USP17L27	0	-2				protein_coding								
	ENSG00000235782	0	-2				lncRNA								
	HNRNPA1P29	0	-2				processed_pseudogene								
	ZNRF3-IT1	0	-2				lncRNA								
	MTND3P21	0	-2				unprocessed_pseudogene								
	ENSG00000235797	0	-2				processed_pseudogene								
	MTCO2P23	0	-2				processed_pseudogene								
	ENSG00000235804	0	-2				processed_pseudogene								
	SOCS5P3	0	-2				processed_pseudogene								
	MYL6P2	0	-2				processed_pseudogene								
	ENSG00000235810	0	-2				processed_pseudogene								
	ENSG00000235811	0	-2				processed_pseudogene								
	ADAM21P1	0	-2				transcribed_processed_pseudogene								
	ENSG00000235813	0	-2				lncRNA								
	ENSG00000235817	0	-2				processed_pseudogene								
	VN1R17P	0	-2				processed_pseudogene								
	ENSG00000235819	0	-2				lncRNA								
	ENSG00000235820	0	-2				lncRNA								
	LINC00837	0	-2				lncRNA								
	TUBB8P9	0	-2				transcribed_unprocessed_pseudogene								
	TBCAP2	0	-2				processed_pseudogene								
	SRGAP3-AS4	0	-2				lncRNA								
	CNN2P3	0	-2				processed_pseudogene								
	ENSG00000235834	0	-2				lncRNA								
	KIF3AP1	0	-2				processed_pseudogene								
	HSP90AB7P	0	-2				processed_pseudogene								
	ENSG00000235845	0	-2				lncRNA								
	LDHAP7	0	-2				processed_pseudogene								
	HS6ST2-AS1	0	-2				lncRNA								
	OR7E145P	0	-2				unprocessed_pseudogene								
	CTBP2P1	0	-2				processed_pseudogene								
	ENSG00000235858	0	-2				lncRNA								
	ENSG00000235861	0	-2				processed_pseudogene								
	ENSG00000235862	0	-2				lncRNA								
	HSPA8P6	0	-2				processed_pseudogene								
	GSN-AS1	0	-2				lncRNA								
	GAPDHP31	0	-2				processed_pseudogene								
	ENSG00000235869	0	-2				processed_pseudogene								
	ENSG00000235871	0	-2				processed_pseudogene								
	ENSG00000235872	0	-2				lncRNA								
	ARHGEF7-AS2	0	-2				lncRNA								
	FEM1AP4	0	-2				processed_pseudogene								
	FAR1P1	0	-2				processed_pseudogene								
	ENSG00000235880	0	-2				lncRNA								
	ENSG00000235881	0	-2				lncRNA								
	LINC01828	0	-2				lncRNA								
	ENSG00000235886	0	-2				lncRNA								
	LINC02799	0	-2				lncRNA								
	PKMP2	0	-2				processed_pseudogene								
	ENSG00000235893	0	-2				processed_pseudogene								
	ENSG00000235895	0	-2				unprocessed_pseudogene								
	LINC01564	0	-2				lncRNA								
	ENSG00000235902	0	-2				lncRNA								
	ENSG00000235907	0	-2				processed_pseudogene								
	ENSG00000235911	0	-2				lncRNA								
	MACROD2-AS1	0	-2				lncRNA								
	RPL13P14	0	-2				processed_pseudogene								
	ZNRF2P3	0	-2				processed_pseudogene								
	RPS29P15	0	-2				processed_pseudogene								
	NEXN-AS1	0	-2				lncRNA								
	TPT1P14	0	-2				processed_pseudogene								
	HSPE1P12	0	-2				processed_pseudogene								
	LINC01553	0	-2				lncRNA								
	ENSG00000235932	0	-2				transcribed_processed_pseudogene								
	LINC01779	0	-2				lncRNA								
	RPL21P30	0	-2				processed_pseudogene								
	ENSG00000235939	0	-2				lncRNA								
	MTND1P21	0	-2				processed_pseudogene								
	LCE6A	0	-2				protein_coding								
	TMEM212-IT1	0	-2				lncRNA								
	ENSG00000235951	0	-2				processed_pseudogene								
	CICP20	0	-2				processed_pseudogene								
	ENSG00000235959	0	-2				transcribed_processed_pseudogene								
	RPL7AP53	0	-2				processed_pseudogene								
	MCCD1P1	0	-2				unprocessed_pseudogene								
	FXYD6P2	0	-2				processed_pseudogene								
	ENSG00000235965	0	-2				lncRNA								
	COX5BP3	0	-2				processed_pseudogene								
	FBXL12P1	0	-2				processed_pseudogene								
	CHEK2P4	0	-2				unprocessed_pseudogene								
	ENSG00000235972	0	-2				lncRNA								
	VN2R19P	0	-2				transcribed_unitary_pseudogene								
	TPM2P1	0	-2				processed_pseudogene								
	H2BP8	0	-2				processed_pseudogene								
	ENSG00000235979	0	-2				lncRNA								
	GPC5-AS1	0	-2				lncRNA								
	ENSG00000235988	0	-2				transcribed_processed_pseudogene								
	RPL23AP20	0	-2				processed_pseudogene								
	ENSG00000235991	0	-2				unprocessed_pseudogene								
	GRAMD4P2	0	-2				transcribed_processed_pseudogene								
	ENSG00000235993	0	-2				processed_pseudogene								
	UBE2V1P6	0	-2				processed_pseudogene								
	ENSG00000235996	0	-2				lncRNA								
	LINC01936	0	-2				lncRNA								
	TAAR7P	0	-2				unprocessed_pseudogene								
	ENSG00000236003	0	-2				lncRNA								
	ENSG00000236004	0	-2				processed_pseudogene								
	ENSG00000236005	0	-2				processed_pseudogene								
	MTCO1P46	0	-2				processed_pseudogene								
	ENSG00000236009	0	-2				lncRNA								
	HIGD1AP12	0	-2				processed_pseudogene								
	LINC02941	0	-2				lncRNA								
	TMX1P1	0	-2				processed_pseudogene								
	ENSG00000236018	0	-2				processed_pseudogene								
	PRRX2-AS1	0	-2				lncRNA								
	ENSG00000236025	0	-2				processed_pseudogene								
	ENSG00000236026	0	-2				transcribed_processed_pseudogene								
	PATE3	0	-2				protein_coding								
	EYA2-AS1	0	-2				lncRNA								
	LINC00445	0	-2				lncRNA								
	LINC02889	0	-2				lncRNA								
	CHIAP1	0	-2				transcribed_unprocessed_pseudogene								
	COX6CP18	0	-2				processed_pseudogene								
	ENSG00000236042	0	-2				processed_pseudogene								
	ENSG00000236045	0	-2				lncRNA								
	ENSG00000236046	0	-2				lncRNA								
	RPL13AP12	0	-2				processed_pseudogene								
	SSBL5P	0	-2				processed_pseudogene								
	LINC01920	0	-2				lncRNA								
	LINC01643	0	-2				lncRNA								
	LINC01067	0	-2				lncRNA								
	SYN3-AS1	0	-2				lncRNA								
	GAPDHP14	0	-2				processed_pseudogene								
	GSTM5P1	0	-2				processed_pseudogene								
	ENSG00000236064	0	-2				lncRNA								
	ENSG00000236065	0	-2				lncRNA								
	NT5ELP	0	-2				unitary_pseudogene								
	SRSF2P1	0	-2				processed_pseudogene								
	ENSG00000236073	0	-2				processed_pseudogene								
	LINC01072	0	-2				lncRNA								
	SLC6A14P1	0	-2				unprocessed_pseudogene								
	LINC01447	0	-2				lncRNA								
	SKP1P4	0	-2				processed_pseudogene								
	YAP1P2	0	-2				processed_pseudogene								
	OR13E1P	0	-2				unitary_pseudogene								
	ACTG1P4	0	-2				processed_pseudogene								
	HMGN2P28	0	-2				processed_pseudogene								
	BNIP3P2	0	-2				processed_pseudogene								
	ENSG00000236098	0	-2				lncRNA								
	ENSG00000236099	0	-2				transcribed_unprocessed_pseudogene								
	RAC1P7	0	-2				processed_pseudogene								
	ENSG00000236102	0	-2				lncRNA								
	PRELID3BP10	0	-2				processed_pseudogene								
	ENSG00000236106	0	-2				lncRNA								
	SCN1A-AS1	0	-2				lncRNA								
	ENSG00000236108	0	-2				processed_pseudogene								
	ENSG00000236109	0	-2				lncRNA								
	OR2AM1P	0	-2				unprocessed_pseudogene								
	ENSG00000236114	0	-2				unprocessed_pseudogene								
	ENSG00000236115	0	-2				lncRNA								
	ENSG00000236116	0	-2				lncRNA								
	LINC01639	0	-2				lncRNA								
	ENSG00000236118	0	-2				unprocessed_pseudogene								
	ENSG00000236119	0	-2				lncRNA								
	LINC03070	0	-2				lncRNA								
	HAUS6P2	0	-2				processed_pseudogene								
	CEACAMP11	0	-2				unprocessed_pseudogene								
	USP17L4	0	-2				protein_coding								
	CT47A3	0	-2				protein_coding								
	MED13P1	0	-2				processed_pseudogene								
	LINC01069	0	-2				lncRNA								
	ADORA2BP1	0	-2				processed_pseudogene								
	DUX4L26	0	-2				processed_pseudogene								
	ENSG00000236141	0	-2				lncRNA								
	ENSG00000236145	0	-2				lncRNA								
	ENSG00000236146	0	-2				processed_pseudogene								
	ENSG00000236151	0	-2				lncRNA								
	UBE2E3-DT	0	-2				lncRNA								
	ENSG00000236154	0	-2				lncRNA								
	ZPLD2P	0	-2				transcribed_unitary_pseudogene								
	CHCHD4P3	0	-2				processed_pseudogene								
	RFC3P1	0	-2				processed_pseudogene								
	ENSG00000236159	0	-2				processed_pseudogene								
	ENSG00000236160	0	-2				processed_pseudogene								
	ENSG00000236162	0	-2				lncRNA								
	ENSG00000236164	0	-2				lncRNA								
	PRADC1P1	0	-2				processed_pseudogene								
	GAPDHP57	0	-2				processed_pseudogene								
	ENSG00000236168	0	-2				unprocessed_pseudogene								
	IGHD1-1	0	-2				IG_D_gene								
	MIR7515HG	0	-2				lncRNA								
	ENSG00000236173	0	-2				lncRNA								
	SSU72P6	0	-2				processed_pseudogene								
	LINC00353	0	-2				lncRNA								
	PRAMEF35P	0	-2				unprocessed_pseudogene								
	ENOPH1P1	0	-2				processed_pseudogene								
	HNRNPDLP3	0	-2				processed_pseudogene								
	GJA6P	0	-2				processed_pseudogene								
	ENSG00000236190	0	-2				processed_pseudogene								
	LINC01953	0	-2				lncRNA								
	MRM3P2	0	-2				processed_pseudogene								
	PPP1R9A-AS1	0	-2				lncRNA								
	GRM7-AS1	0	-2				lncRNA								
	ENSG00000236205	0	-2				unprocessed_pseudogene								
	C10orf71-AS1	0	-2				lncRNA								
	ENSG00000236209	0	-2				lncRNA								
	MTCO1P7	0	-2				unprocessed_pseudogene								
	ENSG00000236212	0	-2				lncRNA								
	PPP1R11P1	0	-2				processed_pseudogene								
	ENSG00000236226	0	-2				lncRNA								
	VEZF1P1	0	-2				processed_pseudogene								
	ENSG00000236230	0	-2				lncRNA								
	ENSG00000236231	0	-2				lncRNA								
	MTCYBP24	0	-2				transcribed_unprocessed_pseudogene								
	ENSG00000236234	0	-2				lncRNA								
	ENSG00000236235	0	-2				unprocessed_pseudogene								
	ENSG00000236238	0	-2				processed_pseudogene								
	GPC5-IT1	0	-2				lncRNA								
	DDX5P1	0	-2				processed_pseudogene								
	MYO16-AS1	0	-2				lncRNA								
	RPL6P29	0	-2				processed_pseudogene								
	SLC35F3-AS1	0	-2				lncRNA								
	ENSG00000236246	0	-2				unprocessed_pseudogene								
	TMEM258P1	0	-2				processed_pseudogene								
	ENSG00000236252	0	-2				transcribed_processed_pseudogene								
	SLC25A3P1	0	-2				transcribed_processed_pseudogene								
	EI24P2	0	-2				processed_pseudogene								
	TIMM8BP1	0	-2				processed_pseudogene								
	PPIAP64	0	-2				processed_pseudogene								
	ENSG00000236261	0	-2				unprocessed_pseudogene								
	LNC-RHL1	0	-2				lncRNA								
	LINC01361	0	-2				lncRNA								
	SCUBE1-AS2	0	-2				lncRNA								
	ENSG00000236274	0	-2				processed_pseudogene								
	NDP-AS1	0	-2				lncRNA								
	NIPA2P5	0	-2				processed_pseudogene								
	CLEC2L	0	-2				protein_coding								
	ENSG00000236283	0	-2				lncRNA								
	VN1R31P	0	-2				transcribed_processed_pseudogene								
	GACAT3	0	-2				lncRNA								
	EEF1GP7	0	-2				transcribed_processed_pseudogene								
	USH2A-AS1	0	-2				lncRNA								
	ENSG00000236295	0	-2				lncRNA								
	GUSBP5	0	-2				transcribed_processed_pseudogene								
	ENSG00000236299	0	-2				lncRNA								
	MTND4LP12	0	-2				processed_pseudogene								
	MRGPRG-AS1	0	-2				lncRNA								
	ENSG00000236304	0	-2				lncRNA								
	TLX1NB	0	-2				lncRNA								
	VN1R53P	0	-2				processed_pseudogene								
	OR7E109P	0	-2				transcribed_unprocessed_pseudogene								
	LINC02888	0	-2				lncRNA								
	ENSG00000236319	0	-2				transcribed_processed_pseudogene								
	BMP6P1	0	-2				processed_pseudogene								
	ENSG00000236326	0	-2				lncRNA								
	ENSG00000236327	0	-2				processed_pseudogene								
	ENSG00000236332	0	-2				lncRNA								
	ENSG00000236335	0	-2				lncRNA								
	CDYL-AS1	0	-2				lncRNA								
	POM121L13P	0	-2				processed_pseudogene								
	GRM8-AS1	0	-2				lncRNA								
	ENSG00000236341	0	-2				lncRNA								
	EI24P4	0	-2				processed_pseudogene								
	SCAT8	0	-2				lncRNA								
	ENSG00000236347	0	-2				lncRNA								
	PSMC1P10	0	-2				processed_pseudogene								
	ENSG00000236352	0	-2				lncRNA								
	LINC00437	0	-2				lncRNA								
	ENSG00000236356	0	-2				lncRNA								
	EI24P1	0	-2				processed_pseudogene								
	ENSG00000236358	0	-2				lncRNA								
	OR51B8P	0	-2				unprocessed_pseudogene								
	GAGE12F	0	-2				protein_coding								
	CT47A1	0	-2				protein_coding								
	ENSG00000236372	0	-2				lncRNA								
	LINC02653	0	-2				lncRNA								
	ENSG00000236376	0	-2				lncRNA								
	ENSG00000236378	0	-2				lncRNA								
	ZNF736P4Y	0	-2				processed_pseudogene								
	VENTXP7	0	-2				processed_pseudogene								
	KRTAP10-13P	0	-2				unprocessed_pseudogene								
	LINC00479	0	-2				lncRNA								
	ENSG00000236385	0	-2				lncRNA								
	ENSG00000236386	0	-2				processed_pseudogene								
	ENSG00000236387	0	-2				lncRNA								
	ENSG00000236389	0	-2				lncRNA								
	ENSG00000236390	0	-2				lncRNA								
	ENSG00000236391	0	-2				transcribed_processed_pseudogene								
	LINC03099	0	-2				lncRNA								
	ENSG00000236394	0	-2				lncRNA								
	ENSG00000236395	0	-2				processed_pseudogene								
	SLC35G4	0	-2				protein_coding								
	TAS2R39	0	-2				protein_coding								
	KRTAP21-4P	0	-2				unprocessed_pseudogene								
	SLC4A1APP2	0	-2				unprocessed_pseudogene								
	ENSG00000236403	0	-2				lncRNA								
	UBQLN1P1	0	-2				processed_pseudogene								
	HMGB1P18	0	-2				processed_pseudogene								
	ENSG00000236408	0	-2				lncRNA								
	ENSG00000236413	0	-2				processed_pseudogene								
	ENSG00000236414	0	-2				lncRNA								
	CTSLP1	0	-2				transcribed_unprocessed_pseudogene								
	CHCHD3P1	0	-2				processed_pseudogene								
	TSPY10	0	-2				protein_coding								
	RPL31P64	0	-2				processed_pseudogene								
	ENSG00000236426	0	-2				lncRNA								
	GPM6BP2	0	-2				unprocessed_pseudogene								
	KRT8P29	0	-2				processed_pseudogene								
	ENSG00000236431	0	-2				processed_pseudogene								
	RPL37P21	0	-2				processed_pseudogene								
	ENSG00000236434	0	-2				lncRNA								
	TSPY12P	0	-2				unprocessed_pseudogene								
	LINC02850	0	-2				lncRNA								
	LINC02151	0	-2				lncRNA								
	COPRSP1	0	-2				processed_pseudogene								
	ANKRD54P1	0	-2				processed_pseudogene								
	LINC00608	0	-2				lncRNA								
	CT47B1	0	-2				protein_coding								
	ENSG00000236450	0	-2				processed_pseudogene								
	ENSG00000236452	0	-2				lncRNA								
	SNX2P2	0	-2				processed_pseudogene								
	ENSG00000236461	0	-2				lncRNA								
	LINC00427	0	-2				lncRNA								
	LINC02559	0	-2				lncRNA								
	RCAN2-DT	0	-2				lncRNA								
	KCNMA1-AS1	0	-2				lncRNA								
	EEF1A1P44	0	-2				processed_pseudogene								
	ENSG00000236469	0	-2				lncRNA								
	LINC02920	0	-2				lncRNA								
	ENSG00000236472	0	-2				lncRNA								
	GCNT1P1	0	-2				processed_pseudogene								
	TRIM26BP	0	-2				unprocessed_pseudogene								
	ENSG00000236476	0	-2				processed_pseudogene								
	RPS24P1	0	-2				processed_pseudogene								
